-901.63,239.99499186635018
-901.6299999999999,235.00181723713874
-901.63,229.9993263284149
-901.63,225.00672368774627
-901.63,220.0087087461166
-901.6299999999999,215.00672466268384
-901.63,209.99047248001008
-901.63,204.99181366339326
-901.6299999999999,199.99203757929752
-901.6299999999999,195.00901014326212
-901.63,190.00987547600613
-901.63,184.99432149337605
-901.6299999999999,179.9999701206931
-901.63,175.0042159048631
-901.6299999999999,170.00752389145123
-901.63,164.99777325234234
-901.63,159.9936935915053
-901.63,154.99493188067106
-901.63,149.99951796341844
-901.6299999999999,145.0036721979605
-901.63,139.99613810982788
-901.63,135.00568266725895
-901.941167794466,130.31
-906.938716455698,130.31
-911.941158514768,130.31
-916.9448043668272,130.31
-921.44,129.81638331413268
-921.44,124.80210725665091
-921.44,119.81517273321748
-921.44,114.80966726079583
-918.05704846384,113.2
-913.0531347204256,113.20000000000002
-908.0480572148249,113.20000000000002
-903.054686346054,113.2
-901.63,109.61804360533134
-901.63,104.61115546226503
-901.63,99.62263846471906
-901.5872896957397,94.61368918418884
-901.2316847133636,89.63674785375595
-900.4614056396483,84.70260238647461
-899.202841644287,79.8552770614624
-897.3983034896851,75.20417212486267
-894.9893286037445,70.81976844549179
-891.9807162094116,66.8364696407318
-888.4056904125213,63.3384152507782
-884.3491221237182,60.417741203308104
-879.9206707763672,58.13599792480469
-875.2053647899627,56.478785429000844
-870.3243666148186,55.40842779874801
-865.3504887390136,54.85313888549804
-860.3480497741699,54.741962890625
-855.3639422607421,55.09753906249999
-850.4266174316407,55.897815551757816
-845.5533947753906,56.93159484863281
-845.0631940995715,61.02628194678575
-845.8508837942966,65.9542480796203
-846.6398549058847,70.890231048204
-848.3155114746094,74.55282897949219
-853.251517944336,73.85105712890625
-858.2455174255371,73.59123596191407
-863.2406243133544,73.95001205444336
-868.02158744812,75.3578953552246
-872.1858761596679,78.09133728027344
-875.25501663208,82.00072944641113
-877.1969502639771,86.60052003860473
-878.2104765701293,91.49004991531372
-878.5457771301269,96.48144416809083
-878.55,101.47221867395565
-878.55,106.47473544758978
-878.55,111.48236885070801
-875.2768163492507,113.19999999999999
-870.2787187175452,113.20000000000002
-865.2684309432491,113.20000000000002
-860.2710780747793,113.20000000000002
-855.2825176452286,113.2
-852.18,115.09644321084022
-852.18,120.10997300371528
-852.18,125.10674763279036
-852.18,130.1059270976484
-856.9706963892629,130.31
-861.9804745341023,130.31
-866.9837339960038,130.31
-871.9807314346893,130.31
-876.979407491684,130.31
-878.55,133.74346603460378
-878.55,138.73505542054772
-878.55,143.73269839021174
-878.55,148.73147046676604
-878.55,153.74032711519249
-878.55,158.73624674797844
-878.55,163.74198703380534
